,0,1,2
937,936.0,"this game is the best!! I main scara and he's so good! They are so much to explore, but mostly, I like to spend my primogems => I recommend u to download this game and see for yourself",5
938,937.0,Its so good,5
939,938.0,I like it but it's so hard to get a 5 star,5
940,939.0,The best game that I've played💯,5
941,940.0,"Well, to be honest I can't even play the game, Ill try more but I tried to make up a username and a password and used my own, I was pressing register now and I went to my gmail to see what the pin was and it reset my game so I had to do the process over and over but it kept closing me out. I don't know if this happeneds with other devices or it was just me. But the game looked really pretty on the screen I was in so ill give it a 3..",3
942,941.0,genshimnb (i never played it on my phone),4
943,942.0,Some missions are very hard and need the right timing should be a missions skip option,5
944,943.0,this game storyline is good,5
945,944.0,"I accidentally deleted this game, I literally wait for minutes, so I log in my gmail and i was expecting my old account but INSTEAD the game created me a new account, bring my account back it took me weeks just to level up and I can't lose it!",1
946,945.0,Kikir impact,1
947,946.0,"Never playing any hoyo games again. I don't have any luck in my pulls as a free to play, which hoyo hates to see, yes a f2p. Broke 2 phones while playing this game from overheating and 1 PC. Not playing any hoyo games anymore.",1
948,947.0,It's really good game,5
949,948.0,I give this a 5 star I have been playing this game for 3 months and I have heard a lot of comments abt how the game has dissatisfying rewards and let me tell you these rewards are very helpfull in the future and can be used in various ways I actully love to meet new characters and unlocking domains and getting on higher ar (adventure rank) and thank you for keeping this game free 👍👍💕💕☺️☺️☺️,5
950,949.0,Bad 😞 game,1
951,950.0,game burik banget,1
952,951.0,"It's a very good game,I love it but can I add competitive multiplayer,I like playing 1vor 1v2 or etc pls adding it will improve the game and can u allow on co-op mode, we can continue story quest pls.",5
953,952.0,Спасибо за письма ;),1
954,953.0,Rewards are too low,1
955,954.0,Wonderful game but nothing,4
956,955.0,Bad rewards compared to the time you have to waste to get it,1
957,956.0,Cool game,5
958,957.0,WUTHERING WAVES NATION ARISE!,1
959,958.0,It says insufficient storage every time 😡,1
960,959.0,"This game makes my brain rot (10/10, fully recomend)",5
961,960.0,Beautiful,5
962,961.0,"I love the game, the Graphics and the gameplay is so good, but they should really increase the amount of awards you can get. I understand you can get rewards by exploration and events but with the amount of new characters it is really challenging to get a character that you want.",3
963,962.0,Cool,5
964,963.0,How about not showing co-op teammate 2P badge on the map when they are in angel's share bar or any houses available in co-op. This way we can play hide n sneak with co-op teammates,5
965,964.0,This game has the best cut scene and this should be the top grossing in adventure literally not kidding it's so good,5
966,965.0,Its really my game i love rpj and adventure and the charactars are all amazing,5
967,966.0,Im 20 and my 18 yeat old son loves the game.,5
968,967.0,The reason why it's 3 star it's because the game gets really boring if you progress the story and play it all the time and there's no content to make the content its all looping but I love the characters the abilities I love the skills its really fun game but the reason for 3 stars because of the rewards and boring content.,3
969,968.0,This is an amazing game...,5
970,969.0,It take lots Of time to open,1
971,970.0,Bro I have to wait for this to get this MB load already its somewhere 29.000 and 30.000 megabytes I hate this,1
972,971.0,"Editing my review since uh it's been a year.. I really love this game sm and I think the ONLY thing that I'm really having a hard time is getting primos and wishing on banners cuz I'm really freaking unlucky😭 But overall everything's great. THE LORE IS THE BEST ‼️‼️‼️‼️ VERY VERY INTERESTING. The character designs are good too I love it sm 🥹 And abt the graphics, it's quite fine for me cuz my phone can handle high graphics (I LOVE THE DETAILS SO MUCHBTOO)",5
973,972.0,"PLIS KASIH PRIMOGEMS LEBIH BANYAK, JANGAN JADI GAME KIKIR PLIS, AKU MW FATHER 😭😭😭😭😭 I WILL DO ANYTHING😭",5
974,973.0,An open world game action adventure type I like it and moreover I dounloaded this game because I seee beautiful 🤩 females in ad and I really enjoyed this game 😁 and now after two yrs I have alot of mommyes 😅😅😳 and if you gyes want more female momyes then click yes 😅 if this review get alot of yes then hoyo might see this and accept it lol and moreover we might see more female characters 😅😅😳😳😳😅,5
975,974.0,Favorite game everrr❀( ⸝⸝•ᴗ•⸝⸝ )❀,5
976,975.0,😊,5
977,976.0,At some point in the downloading process it just stop 1500-3000 mb I already have the amount of space And the required wifi but it just slows down the downloading speed for no reason it only happens on mobile data,1
978,977.0,"Awesome i love it theres alot of quest and things to explore you can also fly,swim,climb it has aton experience",5
979,978.0,"The customer service is filled with bots rejecting the account recovery forms, it took me 2 years to get my account back without the help of mihoyo customer service. Really sad they try to minimise costs in such important field",1
980,979.0,This game is good everything.What I would like to suggest is that adding more languages would be better.,4
981,980.0,Sehat sehat game baik,4
982,981.0,THE BEST GAME EVER,5
983,982.0,Good game,5
984,983.0,Don't waste your time. If you haven't played before don't bother starting now.,1
985,984.0,game kikir tapi cinta🥰,5
986,985.0,could the redemption codes NOT EXPIRE AFTER 5 MINUTES,1
987,986.0,"This game has a TON to offer! However, it is gae af. Your choices mean little and their answers match what the story wants. I wanted to be a menace and do my own free world exploring, but the game makes you follow the story. On the bright side a kid wanted me to feed some geese and I killed them all after throwing down the food and he recognized it. If you want a pg story with some cutsy high pitch voices then this is for you. Game is good, but very much follow the script. Worth a shot",4
988,987.0,Very cool!,5
989,988.0,Good,5
990,989.0,This game so good but my luck so bad that's why I giving 2 star pls increase my luck rate i not get yet 5 Star I'm 30 ad lvl I see al players got 5 in Start or randomly pls :v fix,2
991,990.0,Amazing!!,5
992,991.0,Yeah,4
993,992.0,Getting bored,3
994,993.0,This game sucks,1
995,994.0,"""If Adventuring in Teyvat was a dream, Genshin Impact is truly a dream-come-true! An epic journey full of immersive lore, stunning landscapes, and memorable characters. Each corner of the vast open world offers a new surprise, a hidden treasure, or a breathtaking view. The combat system is intricate and strategic, inviting players to experiment with a myriad of gameplay styles and character builds. The constant updates and influx of content keeps the game fresh and engaging. And let's not forget",5
996,995.0,I love this game it's so slay 🥰😍💅✨🤩🤑🤭🔥🤯😇😃😘😜☺️❤️💖👍,5
